Wiggle_Index,Date,Time,Genotype,Pesticide,Dose,Rep,Location
7.1821,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
5.9092,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
4.9313,17Mar21,5min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowLeft
4.0595,17Mar21,5min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowLeft
4.4529,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep1,LowLeft
3.1485,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep2,LowLeft
4.0297,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep1,LowLeft
4.8785,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep2,LowLeft
2.6014,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
3.6726,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
4.5098,17Mar21,60min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowLeft
2.6909,17Mar21,60min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowLeft
1.8011,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep1,LowLeft
1.6906,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep2,LowLeft
0.8561,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep1,LowLeft
1.089,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep2,LowLeft
2.808,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
2.4377,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
5.1429,17Mar21,90min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowLeft
4.5926,17Mar21,90min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowLeft
1.5342,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep1,LowLeft
1.4066,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep2,LowLeft
1.7417,17Mar21,90min,MG > NULL,Imidacloprid,0ppm,rep2,LowLeft
1.0899,17Mar21,90min,MG > NULL,Imidacloprid,100ppm,rep1,LowLeft
4.1537,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
5.436,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
2.3156,17Mar21,0min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
6.2994,17Mar21,0min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
6.9471,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
4.3293,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
6.296,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
4.9446,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
4.9478,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
4.1308,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
3.1847,17Mar21,10min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
5.5665,17Mar21,10min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
5.1187,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
3.044,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
3.7304,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
3.4142,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
2.723,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
2.4254,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
2.9942,17Mar21,120min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
3.6001,17Mar21,120min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
4.0799,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
2.291,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
0.7443,17Mar21,120min,MG > NULL,Imidacloprid,0ppm,rep2,LowRight
0.8094,17Mar21,120min,MG > NULL,Imidacloprid,100ppm,rep1,LowRight
5.5921,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
3.6008,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
4.8474,17Mar21,15min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
2.6795,17Mar21,15min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
3.5629,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
2.6864,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
2.7236,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
3.3069,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
3.4085,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
1.7995,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
4.6379,17Mar21,30min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
2.5338,17Mar21,30min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
1.7639,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
2.5153,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
2.1787,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
0.7243,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
3.2559,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
2.2858,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
1.9471,17Mar21,45min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
3.207,17Mar21,45min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
1.771,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
1.8215,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
1.5577,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
1.2215,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
5.1954,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
4.5078,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
4.3275,17Mar21,5min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
6.0554,17Mar21,5min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
5.9868,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
3.684,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
2.9249,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
2.9982,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
3.1353,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
1.7157,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
1.5238,17Mar21,60min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
3.15,17Mar21,60min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
1.9665,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
1.4395,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
1.9945,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep1,LowRight
0.5907,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep2,LowRight
2.0563,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,LowRight
1.9613,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,LowRight
3.5353,17Mar21,90min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,LowRight
2.7619,17Mar21,90min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,LowRight
3.2704,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep1,LowRight
1.277,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep2,LowRight
0.935,17Mar21,90min,MG > NULL,Imidacloprid,0ppm,rep2,LowRight
1.1602,17Mar21,90min,MG > NULL,Imidacloprid,100ppm,rep1,LowRight
3.738,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
7.3674,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
5.7597,17Mar21,0min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
4.2627,17Mar21,0min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
3.8,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
3.836,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
4.0305,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
4.5664,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
5.4111,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
6.3648,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
3.6193,17Mar21,10min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
4.4757,17Mar21,10min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
3.9564,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
3.6548,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
3.7904,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
3.4244,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
1.9908,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
2.8223,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
3.6154,17Mar21,120min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
3.5555,17Mar21,120min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
2.6845,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
1.6273,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
1.0752,17Mar21,120min,MG > NULL,Imidacloprid,0ppm,rep2,TopLeft
1.9578,17Mar21,120min,MG > NULL,Imidacloprid,100ppm,rep1,TopLeft
4.4315,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
4.993,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
4.8431,17Mar21,15min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
2.3483,17Mar21,15min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
2.9916,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
2.9145,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
3.329,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
2.76,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
2.1786,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
3.1558,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
2.8443,17Mar21,30min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
2.4259,17Mar21,30min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
1.7909,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
1.8466,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
1.5901,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
1.5379,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
2.344,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
2.2247,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
3.2945,17Mar21,45min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
3.1428,17Mar21,45min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
0.742,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
1.5931,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
1.5713,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
1.575,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
6.3486,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
6.1222,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
2.5246,17Mar21,5min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
5.6994,17Mar21,5min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
3.8904,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
4.1442,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
4.5297,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
5.1226,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
3.0215,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
3.7494,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
2.5631,17Mar21,60min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
2.9833,17Mar21,60min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
2.2219,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
0.9033,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
2.0369,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep1,TopLeft
1.5649,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep2,TopLeft
2.5988,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopLeft
3.1475,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopLeft
4.4406,17Mar21,90min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopLeft
3.4341,17Mar21,90min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopLeft
2.4238,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep1,TopLeft
1.6885,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep2,TopLeft
1.1831,17Mar21,90min,MG > NULL,Imidacloprid,0ppm,rep2,TopLeft
3.8531,17Mar21,90min,MG > NULL,Imidacloprid,100ppm,rep1,TopLeft
3.9824,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
5.6385,17Mar21,0min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
6.08,17Mar21,0min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
6.5431,17Mar21,0min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
5.7077,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
3.845,17Mar21,0min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
3.6362,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
4.7439,17Mar21,0min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
4.2593,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
1.2595,17Mar21,10min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
4.2166,17Mar21,10min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
3.2095,17Mar21,10min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
2.7858,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
3.5395,17Mar21,10min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
2.6917,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
3.1263,17Mar21,10min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
3.405,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
2.0594,17Mar21,120min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
5.7878,17Mar21,120min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
3.2753,17Mar21,120min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
3.459,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
1.6206,17Mar21,120min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
0.9197,17Mar21,120min,MG > NULL,Imidacloprid,0ppm,rep2,TopRight
1.4111,17Mar21,120min,MG > NULL,Imidacloprid,100ppm,rep1,TopRight
4.6192,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
0.5682,17Mar21,15min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
4.345,17Mar21,15min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
2.9695,17Mar21,15min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
2.4104,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
2.7285,17Mar21,15min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
2.2004,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
1.2062,17Mar21,15min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
1.6102,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
0.6026,17Mar21,30min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
4.0414,17Mar21,30min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
2.2594,17Mar21,30min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
1.0698,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
2.9621,17Mar21,30min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
2.3102,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
0.7925,17Mar21,30min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
2.3369,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
2.2348,17Mar21,45min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
3.9909,17Mar21,45min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
3.3567,17Mar21,45min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
1.4037,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
1.6805,17Mar21,45min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
1.3806,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
0.4852,17Mar21,45min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
6.8037,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
3.0378,17Mar21,5min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
4.2646,17Mar21,5min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
4.1166,17Mar21,5min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
2.0047,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
2.5101,17Mar21,5min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
3.4437,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
3.0255,17Mar21,5min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
2.3031,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
2.2952,17Mar21,60min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
3.8078,17Mar21,60min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
1.605,17Mar21,60min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
1.8924,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
2.3332,17Mar21,60min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
2.4977,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep1,TopRight
0.4863,17Mar21,60min,MG > NULL,Imidacloprid,60ppm,rep2,TopRight
1.9868,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep1,TopRight
2.7249,17Mar21,90min,MG > Cyp6g1,Bendiocarb,30ppm,rep2,TopRight
4.2249,17Mar21,90min,MG > Cyp6g1,Imidacloprid,0ppm,rep2,TopRight
2.7558,17Mar21,90min,MG > Cyp6g1,Imidacloprid,100ppm,rep1,TopRight
1.4801,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep1,TopRight
1.2544,17Mar21,90min,MG > NULL,Bendiocarb,30ppm,rep2,TopRight
0.5861,17Mar21,90min,MG > NULL,Imidacloprid,0ppm,rep2,TopRight
0.5893,17Mar21,90min,MG > NULL,Imidacloprid,100ppm,rep1,TopRight
6.7645,18Mar21,0min,FB > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
7.2588,18Mar21,0min,FB > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
7.7344,18Mar21,0min,FB > Cyp6g1,Imidacloprid,60ppm,rep1,LowLeft
6.5921,18Mar21,0min,FB > Cyp6g1,Imidacloprid,60ppm,rep2,LowLeft
3.5944,18Mar21,0min,FB > NULL,Bendiocarb,30ppm,rep1,LowLeft
6.2997,18Mar21,0min,FB > NULL,Bendiocarb,30ppm,rep2,LowLeft
5.5793,18Mar21,0min,FB > NULL,Imidacloprid,60ppm,rep1,LowLeft
9.1039,18Mar21,0min,FB > NULL,Imidacloprid,60ppm,rep2,LowLeft
6.8599,18Mar21,0min,TB > Cyp6g1,Bendiocarb,10ppm,rep1,LowLeft
6.1301,18Mar21,0min,TB > Cyp6g1,Bendiocarb,10ppm,rep2,LowLeft
4.9187,18Mar21,0min,TB > Cyp6g1,Imidacloprid,30ppm,rep1,LowLeft
8.0227,18Mar21,0min,TB > Cyp6g1,Imidacloprid,30ppm,rep2,LowLeft
7.7669,18Mar21,0min,TB > NULL,Bendiocarb,10ppm,rep1,LowLeft
7.2322,18Mar21,0min,TB > NULL,Bendiocarb,10ppm,rep2,LowLeft
5.7889,18Mar21,0min,TB > NULL,Imidacloprid,30ppm,rep1,LowLeft
5.1016,18Mar21,0min,TB > NULL,Imidacloprid,30ppm,rep2,LowLeft
5.9851,18Mar21,10min,FB > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
3.8381,18Mar21,10min,FB > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
3.8014,18Mar21,10min,FB > Cyp6g1,Imidacloprid,60ppm,rep1,LowLeft
4.2024,18Mar21,10min,FB > Cyp6g1,Imidacloprid,60ppm,rep2,LowLeft
3.5076,18Mar21,10min,FB > NULL,Bendiocarb,30ppm,rep1,LowLeft
5.4344,18Mar21,10min,FB > NULL,Bendiocarb,30ppm,rep2,LowLeft
2.5028,18Mar21,10min,FB > NULL,Imidacloprid,60ppm,rep1,LowLeft
1.8616,18Mar21,10min,FB > NULL,Imidacloprid,60ppm,rep2,LowLeft
9.5643,18Mar21,10min,TB > Cyp6g1,Bendiocarb,10ppm,rep1,LowLeft
7.4044,18Mar21,10min,TB > Cyp6g1,Bendiocarb,10ppm,rep2,LowLeft
6.1465,18Mar21,10min,TB > Cyp6g1,Imidacloprid,30ppm,rep1,LowLeft
5.3688,18Mar21,10min,TB > Cyp6g1,Imidacloprid,30ppm,rep2,LowLeft
5.2546,18Mar21,10min,TB > NULL,Bendiocarb,10ppm,rep1,LowLeft
8.0911,18Mar21,10min,TB > NULL,Bendiocarb,10ppm,rep2,LowLeft
3.5361,18Mar21,10min,TB > NULL,Imidacloprid,30ppm,rep1,LowLeft
5.9259,18Mar21,10min,TB > NULL,Imidacloprid,30ppm,rep2,LowLeft
2.6481,18Mar21,120min,FB > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
1.3207,18Mar21,120min,FB > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
2.3171,18Mar21,120min,FB > Cyp6g1,Imidacloprid,60ppm,rep1,LowLeft
4.6885,18Mar21,120min,FB > Cyp6g1,Imidacloprid,60ppm,rep2,LowLeft
1.7063,18Mar21,120min,FB > NULL,Bendiocarb,30ppm,rep1,LowLeft
1.9517,18Mar21,120min,FB > NULL,Bendiocarb,30ppm,rep2,LowLeft
0.864,18Mar21,120min,FB > NULL,Imidacloprid,60ppm,rep1,LowLeft
0.8711,18Mar21,120min,FB > NULL,Imidacloprid,60ppm,rep2,LowLeft
3.0228,18Mar21,120min,TB > Cyp6g1,Bendiocarb,10ppm,rep1,LowLeft
3.1837,18Mar21,120min,TB > Cyp6g1,Bendiocarb,10ppm,rep2,LowLeft
4.8495,18Mar21,120min,TB > Cyp6g1,Imidacloprid,30ppm,rep1,LowLeft
7.4719,18Mar21,120min,TB > Cyp6g1,Imidacloprid,30ppm,rep2,LowLeft
3.5451,18Mar21,120min,TB > NULL,Bendiocarb,10ppm,rep1,LowLeft
2.6612,18Mar21,120min,TB > NULL,Bendiocarb,10ppm,rep2,LowLeft
1.641,18Mar21,120min,TB > NULL,Imidacloprid,30ppm,rep1,LowLeft
3.7851,18Mar21,120min,TB > NULL,Imidacloprid,30ppm,rep2,LowLeft
6.0572,18Mar21,15min,FB > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
2.935,18Mar21,15min,FB > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
3.011,18Mar21,15min,FB > Cyp6g1,Imidacloprid,60ppm,rep1,LowLeft
1.8622,18Mar21,15min,FB > Cyp6g1,Imidacloprid,60ppm,rep2,LowLeft
3.0586,18Mar21,15min,FB > NULL,Bendiocarb,30ppm,rep1,LowLeft
5.102,18Mar21,15min,FB > NULL,Bendiocarb,30ppm,rep2,LowLeft
3.5931,18Mar21,15min,FB > NULL,Imidacloprid,60ppm,rep1,LowLeft
2.0151,18Mar21,15min,FB > NULL,Imidacloprid,60ppm,rep2,LowLeft
8.741,18Mar21,15min,TB > Cyp6g1,Bendiocarb,10ppm,rep1,LowLeft
6.01,18Mar21,15min,TB > Cyp6g1,Bendiocarb,10ppm,rep2,LowLeft
3.7486,18Mar21,15min,TB > Cyp6g1,Imidacloprid,30ppm,rep1,LowLeft
6.5153,18Mar21,15min,TB > Cyp6g1,Imidacloprid,30ppm,rep2,LowLeft
5.6821,18Mar21,15min,TB > NULL,Bendiocarb,10ppm,rep1,LowLeft
5.6736,18Mar21,15min,TB > NULL,Bendiocarb,10ppm,rep2,LowLeft
3.3264,18Mar21,15min,TB > NULL,Imidacloprid,30ppm,rep1,LowLeft
4.1638,18Mar21,15min,TB > NULL,Imidacloprid,30ppm,rep2,LowLeft
2.8909,18Mar21,30min,FB > Cyp6g1,Bendiocarb,30ppm,rep1,LowLeft
2.9044,18Mar21,30min,FB > Cyp6g1,Bendiocarb,30ppm,rep2,LowLeft
1.3324,18Mar21,30min,FB > Cyp6g1,Imidacloprid,60ppm,rep1,LowLeft
